,주소,lat,lng
10119,서울특별시 광진구 구의강변로 84,37.5375462,127.0937661
10121,서울특별시 광진구 자양로 172,37.5429289,127.0846402
10127,서울특별시 광진구 천호대로137길 16-10,37.5497093,127.093517
10128,서울특별시 광진구 영화사로16길 43,37.5539333,127.0971498
10129,서울특별시 광진구 천호대로 716,37.5478829,127.0931612
10132,서울특별시 광진구 구의강변로 64,37.5361506,127.093086
10133,서울특별시 광진구 아차산로58길 55,37.5353765,127.089667
10134,서울특별시 광진구 아차산로65길 57,37.5422136,127.092234
10135,서울특별시 광진구 자양로44길 5,37.5508841,127.0919659
10136,서울특별시 광진구 광나루로44길 20,37.5426265,127.0913642
10137,서울특별시 광진구 천호대로 671,37.5538892,127.0857152
10140,서울특별시 광진구 자양로 256,37.548878,127.089934
10142,서울특별시 광진구 광나루로56길 29,37.5373373,127.0976724
10178,서울특별시 광진구 광나루로 369,37.548396,127.0710724
10185,서울특별시 광진구 광나루로 361,37.5483998,127.0697313
10192,서울특별시 광진구 군자로12길 46,37.5512522,127.0726711
10205,서울특별시 광진구 뚝섬로52길 71,37.5288932,127.0790666
10207,서울특별시 광진구 자양로3길 55,37.5295138,127.0838968
10210,서울특별시 광진구 뚝섬로34길 67,37.5318436,127.0679682
10212,서울특별시 광진구 뚝섬로46길 74,37.5294392,127.0757064
10214,서울특별시 광진구 자양로 113,37.5378709,127.0829527
10218,서울특별시 광진구 자양로 109,37.5373796,127.0830368
10221,서울특별시 광진구 뚝섬로31길 20,37.536336,127.0682823
10223,서울특별시 광진구 자양로13가길 2,37.5352114,127.0810289
10224,서울특별시 광진구 아차산로 262,37.5376127,127.0726183
10256,서울특별시 광진구 아차산로 345,37.5417175,127.0873849
10259,서울특별시 광진구 뚝섬로52마길 56,37.5281282,127.0814858
10273,서울특별시 광진구 자양번영로6길 33,37.5321244,127.077453
10276,서울특별시 광진구 자양로21길 42-6,37.5391484,127.0809557
10277,서울특별시 광진구 자양강변길 297,37.5296928,127.0749599
10278,서울특별시 광진구 자양로5길 33,37.5308753,127.0841313
10280,서울특별시 광진구 능동로4길 78,37.5311568,127.0704591
10285,서울특별시 광진구 뚝섬로 569,37.5342119,127.0745432
10289,서울특별시 광진구 뚝섬로41길 20,37.5342119,127.0745432
10300,서울특별시 광진구 뚝섬로 576,37.5332775,127.0738487
10309,서울특별시 광진구 뚝섬로35길 32,37.5359347,127.071554
10315,서울특별시 광진구 자양번영로 59,37.5351012,127.0758051
10318,서울특별시 광진구 뚝섬로 553,37.5348086,127.0712421
10320,서울특별시 광진구 뚝섬로33길 42,37.5364813,127.0704802
10322,서울특별시 광진구 자양로21길 40,37.5391644,127.0811603
10323,서울특별시 광진구 능동로 68,37.5369721,127.0697601
10325,서울특별시 광진구 능동로 18,37.5325759,127.0679308
10331,서울특별시 광진구 능동로4길 40,37.5323284,127.0689997
10338,서울특별시 광진구 뚝섬로34길 25-19,37.5334151,127.0704933
10342,서울특별시 광진구 뚝섬로34길 9,37.5341534,127.0706505
10347,서울특별시 광진구 능동로4길 41,37.5329869,127.0697836
10356,서울특별시 광진구 뚝섬로36길 19,37.5334008,127.0719916
10364,서울특별시 광진구 뚝섬로34길 32,37.5338229,127.0691837
10365,서울특별시 광진구 아차산로46가길 15,37.5363801,127.0818564
10368,서울특별시 광진구 뚝섬로56길 72,37.5280113,127.0824489
10370,서울특별시 광진구 자양번영로3길 65,37.5319789,127.0718745
10375,서울특별시 광진구 뚝섬로36가길 16,37.5319789,127.0718745
10377,서울특별시 광진구 뚝섬로 45,37.53362,127.0776979
10380,서울특별시 광진구 아차산로36길 39,37.5363257,127.0745397
10390,서울특별시 광진구 뚝섬로54길 74,37.5282909,127.0788975
10392,서울특별시 광진구 자양번영로3길 66,37.5330101,127.0713515
10398,서울특별시 광진구 능동로 69,37.5374535,127.0692166
10400,서울특별시 광진구 자양로3길 14-17,37.5310004,127.0851662
10403,서울특별시 광진구 아차산로46가길 23,37.5362876,127.08224
10404,서울특별시 광진구 아차산로 311,37.5417175,127.0873849
10405,서울특별시 광진구 능동로3길 53,37.5337102,127.0646162
10406,서울특별시 광진구 능동로3길 17,37.533265,127.0659682
10410,서울특별시 광진구 능동로1길 15,37.5323932,127.0657936
10416,서울특별시 광진구 능동로 19,37.5471414,127.071806
10419,서울특별시 광진구 뚝섬로35길 10,37.5353658,127.0702575
10420,서울특별시 광진구 뚝섬로33길 20,37.5353658,127.0702575
10429,서울특별시 광진구 뚝섬로56가길 28,37.5280583,127.084443
10435,서울특별시 광진구 구의강변로 11,37.5323321,127.090875
10439,서울특별시 광진구 동일로18길 10,37.5398173,127.0634525
10441,서울특별시 광진구 뚝섬로24길 74,37.5335301,127.0619019
10444,서울특별시 광진구 뚝섬로56가길 10,37.528363,127.0835353
10447,서울특별시 광진구 뚝섬로58길 101,37.528363,127.0835353
10461,서울특별시 광진구 자양로3가길 43,37.5282465,127.0857033
10467,서울특별시 광진구 긴고랑로 149,37.5587259,127.0914961
10468,서울특별시 광진구 용마산로1길 84,37.5562552,127.0842679
10469,서울특별시 광진구 용마산로5길 66,37.5573995,127.084032
10470,서울특별시 광진구 긴고랑로15길 32,37.5630573,127.0837035
10471,서울특별시 광진구 긴고랑로14길 63,37.5597023,127.0802823
10473,서울특별시 광진구 영화사로7길 4,37.5558499,127.0923437
10474,서울특별시 광진구 자양로53길 40,37.5550453,127.0922278
10475,서울특별시 광진구 영화사로 58,37.555136,127.0926602
10476,서울특별시 광진구 동일로 459,37.5711024,127.0796089
10479,서울특별시 광진구 용마산로 174,37.5688959,127.0864699
10482,서울특별시 광진구 능동로 437,37.5679759,127.0851828
10483,서울특별시 광진구 동일로 404,37.566325,127.0780965
10485,서울특별시 광진구 자양로53길 33,37.5546128,127.0922195
10486,서울특별시 광진구 용마산로2길 45,37.5558279,127.0904187
10490,서울특별시 광진구 용마산로1길 7,37.5544962,127.08773
10493,서울특별시 광진구 동일로72길 17,37.5663096,127.0788868
10502,서울특별시 광진구 긴고랑로1길 55,37.5666337,127.0783961
10516,서울특별시 광진구 동일로76가길 17,37.5684252,127.0793509
10518,서울특별시 광진구 동일로64길 39,37.5603613,127.0768695
10520,서울특별시 광진구 동일로 380,37.5643677,127.0769163
10524,서울특별시 광진구 능동로19길 35,37.5471414,127.071806
10542,서울특별시 광진구 광나루로 346,37.5479673,127.0683583
10546,서울특별시 광진구 능동로 170,37.545668,127.0736524
10549,서울특별시 광진구 광나루로20길 17,37.5461615,127.0746433
10552,서울특별시 광진구 광나루로 382,37.547435,127.0720507
10561,서울특별시 광진구 동일로22길 81,37.5414065,127.068776
10562,서울특별시 광진구 아차산로25길 60,37.543889,127.0681148
10564,서울특별시 광진구 능동로19길 47,37.5470903,127.0710693
10571,서울특별시 광진구 동일로24길 5,37.5443496,127.0657292
10577,서울특별시 구로구 남부순환로107길 12,37.4791394,126.8939361
10578,서울특별시 구로구 남부순환로 1299,37.4788096,126.8952785
10581,서울특별시 구로구 개봉로17아길 41-13,37.4929834,126.850091
10583,서울특별시 구로구 개봉로2길 133-15,37.4899112,126.8597938
10610,서울특별시 구로구 남부순환로 775,37.4821111,126.8875564
10628,서울특별시 구로구 개봉로3길 51,37.4859395,126.8533853
10630,서울특별시 구로구 개봉로15길 91,37.4891561,126.8509604
10638,서울특별시 구로구 고척로 85,37.5009294,126.8436121
10647,서울특별시 구로구 고척로 82,37.5000484,126.8434526
10652,서울특별시 구로구 개봉로17나길 16,37.493085,126.8545234
10653,서울특별시 구로구 고척로21나길 85-6,37.5014974,126.8407918
10655,서울특별시 구로구 경인로 271,37.4989739,126.850698
10662,서울특별시 구로구 개봉로3가길 88-41,37.4835928,126.8511157
10663,서울특별시 구로구 개봉로1길 170,37.4822492,126.8498033
10676,서울특별시 구로구 고척로22길 84,37.4981899,126.8466173
10678,서울특별시 구로구 서해안로34가길 22,37.4937079,126.8488948
10687,서울특별시 구로구 남부순환로95길 88,37.4949309,126.8526304
10703,서울특별시 구로구 남부순환로95길 16,37.4942723,126.8574704
10715,서울특별시 구로구 남부순환로95길 54,37.4947309,126.8543072
10743,서울특별시 구로구 남부순환로97길 50,37.493709,126.8607222
10749,서울특별시 구로구 고척로 95-6,37.501226,126.8446367
10750,서울특별시 구로구 경인로38길 13,37.4966579,126.8578083
10759,서울특별시 구로구 경인로40길 11,37.4959779,126.8598938
10764,서울특별시 구로구 개봉로1길 188,37.4826168,126.8491577
10772,서울특별시 구로구 개봉로1길 22,37.4856551,126.8549908
10774,서울특별시 구로구 남부순환로95길 42-15,37.4948684,126.8556689
10775,서울특별시 구로구 개봉로17마길 9-22,37.4917232,126.8518902
10776,서울특별시 구로구 개봉로15길 84-15,37.4905244,126.8509225
10777,서울특별시 구로구 고척로21나길 48-68,37.5035099,126.8427727
10779,서울특별시 구로구 경인로40길 25,37.4954995,126.8594363
10784,서울특별시 구로구 개봉로1길 46,37.4848484,126.8543168
10788,서울특별시 구로구 경인로 382,37.4952998,126.8625447
10851,서울특별시 구로구 개봉로23가길 10,37.495045,126.8591417
10867,서울특별시 구로구 개봉로3길 87,37.4846909,126.8519255
10933,서울특별시 구로구 개봉로20길 6,37.4919831,126.8585354
10999,서울특별시 구로구 개봉로20길 158,37.4915783,126.8615947
11043,서울특별시 구로구 고척로40길 19,37.5020755,126.8510848
11044,서울특별시 구로구 경인로47길 150,37.5053493,126.8625766
11050,서울특별시 구로구 고척로52길 21,37.5044099,126.8568216
11059,서울특별시 구로구 고척로52길 22,37.5044099,126.8568216
11063,서울특별시 구로구 중앙로12길 7,37.5056184,126.8614189
11070,서울특별시 구로구 중앙로12길 17-8,37.506043,126.8620956
11077,서울특별시 구로구 중앙로8길 11,37.5028463,126.8630534
11084,서울특별시 구로구 중앙로 121,37.5075955,126.8580851
11093,서울특별시 구로구 고척로27바길 47,37.507416,126.847396
11096,서울특별시 구로구 고척로52길 48,37.5029114,126.8556072
11101,서울특별시 구로구 고척로52길 53,37.5028241,126.85664
11138,서울특별시 구로구 중앙로6길 17,37.5009285,126.8651634
11144,서울특별시 구로구 경인로47길 128,37.5040694,126.8641184
11148,서울특별시 구로구 경인로 390,37.4956577,126.8644437
11167,서울특별시 구로구 고척로60길 30,37.5050601,126.8597425
11174,서울특별시 구로구 경인로47다길 43,37.5037747,126.8671188
11203,서울특별시 구로구 경서로1길 14,37.4993368,126.8559626
11207,서울특별시 구로구 중앙로15길 132-17,37.5085506,126.8529706
11214,서울특별시 구로구 중앙로15길 125,37.507484,126.8528975
11217,서울특별시 구로구 경인로 343,37.4978276,126.8579194
11233,서울특별시 구로구 중앙로5길 62,37.502725,126.8605614
11251,서울특별시 구로구 경인로47가길 10,37.5017665,126.8656359
11254,서울특별시 구로구 중앙로12길 12,37.5044635,126.8621942
11262,서울특별시 구로구 중앙로1길 18-18,37.4991771,126.8635897
11267,서울특별시 구로구 고척로52길 9,37.504842,126.8566002
11272,서울특별시 구로구 중앙로15길 84,37.5069805,126.8553336
11273,서울특별시 구로구 중앙로1길 18-19,37.498705,126.8628448
11281,서울특별시 구로구 경인로47다길 34-7,37.5031258,126.8661571
11289,서울특별시 구로구 고척로47길 16-13,37.5056129,126.8548817
11290,서울특별시 구로구 중앙로6길 5-15,37.5014697,126.8638173
11297,서울특별시 구로구 중앙로 101,37.5062069,126.8598491
11302,서울특별시 구로구 고척로 238,37.5061248,126.8593652
11303,서울특별시 구로구 중앙로15길 151,37.5079098,126.8512827
11317,서울특별시 구로구 중앙로5길 24,37.5013188,126.8614299
11322,서울특별시 구로구 중앙로5길 20,37.5009962,126.8624572
11323,서울특별시 구로구 구로동로15길 5-9,37.4874907,126.8843972
11326,서울특별시 구로구 구로동로13길 18,37.4872835,126.8840181
11328,서울특별시 구로구 구로동로15길 13-3,37.487593,126.8840633
11329,서울특별시 구로구 구로동로15길 13-4,37.4876022,126.8838981
11331,서울특별시 구로구 구로동로15길 13-8,37.4874787,126.8838954
11332,서울특별시 구로구 구로동로15길 5-8,37.4874781,126.8842052
11335,서울특별시 구로구 구로동로15길 21-10,37.4873747,126.8832795
11337,서울특별시 구로구 구로동로15길 21-8,37.4874315,126.8832809
11338,서울특별시 구로구 구로동로13길 34-8,37.4875489,126.883122
11340,서울특별시 구로구 구로동로20길 28-10,37.48817,126.8858221
11341,서울특별시 구로구 구로동로12길 59-18,37.4887375,126.8861891
11342,서울특별시 구로구 구로동로12길 49,37.4887412,126.8864853
11343,서울특별시 구로구 구로동로22길 57,37.4890354,126.8874862
11347,서울특별시 구로구 구로동로22길 53,37.489191,126.8872645
11348,서울특별시 구로구 구로동로8길 65,37.4885543,126.8872027
11350,서울특별시 구로구 구로동로20길 37-16,37.4887931,126.8870227
11351,서울특별시 구로구 구로동로20길 41-13,37.488698,126.8869631
11352,서울특별시 구로구 구로동로22길 56,37.4889352,126.88737
11353,서울특별시 구로구 구로동로12길 52,37.4888081,126.8867036
11354,서울특별시 구로구 구로동로18길 35-3,37.4877798,126.8865843
11355,서울특별시 구로구 구로동로18길 35-5,37.4878369,126.8866197
11356,서울특별시 구로구 구로동로18길 35-7,37.487939,126.8866453
11357,서울특별시 구로구 구로동로20길 46-6,37.4879163,126.8867225
11359,서울특별시 구로구 구로동로20길 42-2,37.4881189,126.8867071
11360,서울특별시 구로구 구로동로8길 51,37.4879845,126.8868889
11361,서울특별시 구로구 구로동로18길 30-12,37.4873655,126.8859279
11362,서울특별시 구로구 구로동로12길 4-3,37.4869882,126.8857616
11364,서울특별시 구로구 구로동로8길 38,37.4873639,126.8867126
11369,서울특별시 구로구 도림로3길 41-6,37.4872016,126.8869921
11370,서울특별시 구로구 도림로3길 35-5,37.4868382,126.8867724
11371,서울특별시 구로구 도림로3길 35-3,37.4868129,126.8868542
11373,서울특별시 구로구 구로동로8길 18-9,37.4865883,126.8867411
11374,서울특별시 구로구 구로동로8길 18-7,37.4866254,126.8866614
11375,서울특별시 구로구 구로동로18길 56-9,37.4868251,126.8873844
11376,서울특별시 구로구 도림로3길 18-35,37.4864235,126.8871291
11378,서울특별시 구로구 구로동로20길 58-8,37.487682,126.8873886
11379,서울특별시 구로구 구로동로20길 62,37.4878585,126.8876676
11381,서울특별시 구로구 구로동로20길 64-2,37.4877414,126.8877643
11388,서울특별시 구로구 구로동로20길 52-1,37.4879015,126.8873481
11389,서울특별시 구로구 구로동로20길 58-6,37.4877577,126.8873875
11391,서울특별시 구로구 구로동로20길 52-10,37.4876778,126.8870393
11392,서울특별시 구로구 구로동로8길 62-12,37.4881347,126.8879066
11393,서울특별시 구로구 구로동로22길 76-12,37.4883271,126.8878664
11395,서울특별시 구로구 구로동로22길 70-3,37.4885543,126.8880734
11396,서울특별시 구로구 도림로 37-2,37.4877321,126.888401
11398,서울특별시 구로구 구로동로22길 88-7,37.4878801,126.888331
11399,서울특별시 구로구 구로동로22길 88-9,37.48794,126.8882781
11400,서울특별시 구로구 구로동로22길 88-11,37.4879971,126.8882275
11401,서울특별시 구로구 디지털로27라길 64,37.4871016,126.8897718
11403,서울특별시 구로구 도림로14길 7-4,37.4875078,126.889076
11404,서울특별시 구로구 디지털로27라길 65,37.4873601,126.8897589
11405,서울특별시 구로구 도림로12길 5-10,37.4871307,126.888938
11408,서울특별시 구로구 디지털로27라길 55,37.486943,126.8893886
11409,서울특별시 구로구 도림로12길 5-7,37.487165,126.8886537
11410,서울특별시 구로구 도림로12길 5-6,37.4870337,126.8887789
11412,서울특별시 구로구 도림로12길 15-5,37.4869211,126.8890689
11414,서울특별시 구로구 도림로12길 15-3,37.486842,126.8889909
11415,서울특별시 구로구 도림로12길 11,37.4868399,126.8887727
11416,서울특별시 구로구 디지털로27다길 57-5,37.486945,126.8897854
11417,서울특별시 구로구 디지털로27다길 57-3,37.4868546,126.8898501
11421,서울특별시 구로구 디지털로27라길 32-6,37.4858483,126.8892046
11422,서울특별시 구로구 도림로10길 5-34,37.4865186,126.888332
11423,서울특별시 구로구 도림로10길 5-38,37.48669,126.8884493
11424,서울특별시 구로구 디지털로27라길 39-7,37.4863728,126.8886338
11425,서울특별시 구로구 디지털로27라길 39-11,37.4864354,126.8884847
11426,서울특별시 구로구 디지털로27라길 29-14,37.4863283,126.8883155
11427,서울특별시 구로구 도림로12길 12,37.4866879,126.8886981
11428,서울특별시 구로구 도림로10길 5-13,37.4865524,126.8881912
11431,서울특별시 구로구 도림로10길 5-5,37.4863,126.8879835
11432,서울특별시 구로구 도림로8길 13,37.4856779,126.888038
11434,서울특별시 구로구 도림로6길 39-28,37.4853451,126.8889622
11435,서울특별시 구로구 도림로6길 39-30,37.4853126,126.8890543
11437,서울특별시 구로구 도림로6길 39-32,37.4852756,126.8891475
11438,서울특별시 구로구 도림로6길 39-34,37.4852432,126.8892373
11440,서울특별시 구로구 도림로6길 39-10,37.4852275,126.8890069
11441,서울특별시 구로구 디지털로27라길 16,37.485335,126.8885621
11442,서울특별시 구로구 디지털로27라길 6-17,37.4846793,126.8890659
11443,서울특별시 구로구 디지털로27길 124-8,37.4851252,126.8875181
11452,서울특별시 구로구 디지털로27길 120-7,37.4850867,126.8877392
11455,서울특별시 구로구 디지털로27라길 15,37.4853583,126.8883548
11459,서울특별시 구로구 도림로3길 18-15,37.4862546,126.8870875
11460,서울특별시 구로구 도림로3길 3-3,37.4855046,126.8861918
11461,서울특별시 구로구 도림로3길 7,37.4856264,126.8863935
11462,서울특별시 구로구 구로동로 86,37.4863327,126.8856243
11463,서울특별시 구로구 구로동로 82-13,37.4866024,126.8859381
11464,서울특별시 구로구 구로동로12길 4-24,37.4865623,126.8857985
11466,서울특별시 구로구 구로동로12길 4-22,37.4864599,126.8857344
11467,서울특별시 구로구 구로동로12길 4-14,37.4865836,126.8856625
11473,서울특별시 구로구 도림로6길 9,37.4855188,126.887501
11474,서울특별시 구로구 도림로 12-1,37.4854674,126.887115
11475,서울특별시 구로구 도림로 12-9,37.4853565,126.887396
11479,서울특별시 구로구 구로동로42길 9,37.4962819,126.8828472
11486,서울특별시 구로구 구로동로18길 44-12,37.4869256,126.8865789
11487,서울특별시 구로구 도림로 59,37.4892609,126.8892355
11552,서울특별시 구로구 디지털로31길 85,37.4859507,126.8902253
11589,서울특별시 구로구 구로동로8길 18-16,37.4861843,126.8863219
11590,서울특별시 구로구 도림로3길 24,37.4862502,126.886901
11591,서울특별시 구로구 새말로 25,37.5024679,126.8828862
11593,서울특별시 구로구 구로동로28길 42,37.4905581,126.8863373
11595,서울특별시 구로구 디지털로 319,37.4883204,126.8960849
11621,서울특별시 구로구 구일로2길 60,37.4901992,126.8768791
11669,서울특별시 구로구 가마산로27길 11-7,37.4970516,126.8911942
11681,서울특별시 구로구 구로중앙로7길 28,37.4909276,126.8897943
11697,서울특별시 구로구 구일로 168,37.4982347,126.8754661
11700,서울특별시 구로구 공원로 26,37.4998318,126.892111
11713,서울특별시 구로구 구로동로28길 64-12,37.4903076,126.8876708
11714,서울특별시 구로구 구로동로42길 77,37.4988571,126.8835202
11717,서울특별시 구로구 새말로16길 70,37.5025146,126.8919571
11723,서울특별시 구로구 가마산로20다길 46,37.4922791,126.8885395
11724,서울특별시 구로구 구일로10길 49,37.4957011,126.8744343
11728,서울특별시 구로구 도림천로12길 6,37.4903728,126.8952948
11729,서울특별시 구로구 구로중앙로8길 41-23,37.4933629,126.8931282
11732,서울특별시 구로구 공원로 27,37.4993727,126.8909981
11736,서울특별시 구로구 가마산로 268,37.4954949,126.8902571
11741,서울특별시 구로구 공원로 11,37.4981598,126.8919457
11763,서울특별시 구로구 구로중앙로 60,37.4951149,126.8894202
11766,서울특별시 구로구 도림천로 344,37.4940221,126.8938625
11776,서울특별시 구로구 도림로8길 12,37.4856061,126.887874
11781,서울특별시 구로구 구로동로18길 34-5,37.4874593,126.8863268
11783,서울특별시 구로구 공원로 47,37.500986,126.8896081
11785,서울특별시 구로구 가마산로27길 34,37.4984014,126.8912851
11786,서울특별시 구로구 디지털로27라길 35,37.4861812,126.8887678
11787,서울특별시 구로구 도림로 107,37.4918818,126.8940162
11797,서울특별시 구로구 가마산로26길 5,37.495824,126.8910563
11814,서울특별시 구로구 구로중앙로18길 11-1,37.4950835,126.8900178
11815,서울특별시 구로구 디지털로32길 92,37.4826522,126.8998769
11816,서울특별시 구로구 구로동로18길 38-8,37.4873007,126.8863178
11817,서울특별시 구로구 가마산로 231,37.4952178,126.885809
11819,서울특별시 구로구 디지털로 318,37.4867037,126.8975051
11823,서울특별시 구로구 도림로6길 36,37.4849047,126.888798
11825,서울특별시 구로구 구로중앙로18길 23,37.4953177,126.8904859
11840,서울특별시 구로구 가마산로 285,37.497077,126.8916869
11845,서울특별시 구로구 공원로6길 25,37.5025758,126.8909881
11859,서울특별시 구로구 공원로 15-12,37.4986207,126.8911348
11875,서울특별시 구로구 공원로6가길 8,37.502076,126.891406
11899,서울특별시 구로구 디지털로31길 90,37.4876957,126.8918232
11927,서울특별시 구로구 구로동로18길 44-9,37.4870729,126.8868187
11928,서울특별시 구로구 공원로 35,37.4999834,126.8904994
11940,서울특별시 구로구 디지털로27라길 32-5,37.4859245,126.8893471
11943,서울특별시 구로구 구로동로20길 52-11,37.4875428,126.8871476
11944,서울특별시 구로구 도림로20길 30,37.4886476,126.8929173
11947,서울특별시 구로구 구로중앙로18길 56,37.495571,126.8927066
11950,서울특별시 구로구 가마산로 283,37.4968668,126.8913745
11970,서울특별시 구로구 구로동로15길 13-9,37.4873556,126.8840272
11972,서울특별시 구로구 도림로10길 5-9,37.4864253,126.8880823
11973,서울특별시 구로구 가마산로27길 24,37.498139,126.8915592
11977,서울특별시 구로구 가마산로 280,37.4960126,126.8915624
11985,서울특별시 구로구 구일로2길 29,37.4892633,126.8777108
11986,서울특별시 구로구 구로중앙로 134,37.5000786,126.8840596
11993,서울특별시 구로구 새말로18길 64,37.5035444,126.8921353
11996,서울특별시 구로구 공원로8길 36,37.5034202,126.8913918
11999,서울특별시 구로구 새말로 31,37.5032924,126.8841316
12011,서울특별시 구로구 새말로 93,37.506086,126.888665
12034,서울특별시 구로구 새말로9길 45,37.504698,126.8857552
12048,서울특별시 구로구 시흥대로161길 50,37.4792779,126.8966001
12056,서울특별시 구로구 구로중앙로 68,37.4957811,126.8887906
12061,서울특별시 구로구 가마산로27길 66,37.4995729,126.8901504
12063,서울특별시 구로구 구로동로12길 59-14,37.488838,126.886243
12064,서울특별시 구로구 도림로3길 36,37.4867291,126.8871427
12065,서울특별시 구로구 구로동로18길 56-3,37.486991,126.8874961
12066,서울특별시 구로구 구일로8길 79,37.4968817,126.8743634
12072,서울특별시 구로구 새말로16길 56,37.503182,126.8915412
12073,서울특별시 구로구 구로동로43길 10,37.4964694,126.8818085
12081,서울특별시 구로구 도림로20길 50,37.4880037,126.8938235
12083,서울특별시 구로구 구일로 154-17,37.4974953,126.8748371
12087,서울특별시 구로구 구일로8길 31,37.4946762,126.8724118
12101,서울특별시 구로구 공원로6가길 67,37.5038828,126.8890268
12105,서울특별시 구로구 구로중앙로28다길 22,37.5013889,126.8888523
12107,서울특별시 구로구 구로동로15길 1-8,37.4874307,126.8845282
12108,서울특별시 구로구 구로중앙로 229,37.5054776,126.8758845
12115,서울특별시 구로구 도림로6길 15-1,37.4854793,126.8879007
12116,서울특별시 구로구 구로동로18길 62-12,37.4867849,126.8875161
12118,서울특별시 구로구 도림로22길 8,37.4897123,126.8937531
12128,서울특별시 구로구 새말로9길 22,37.5036194,126.8857452
12132,서울특별시 구로구 도림로6길 39-13,37.4851736,126.8887386
12133,서울특별시 구로구 구로동로18길 56-18,37.4864931,126.8871507
12135,서울특별시 구로구 구로동로18길 44-30,37.4862423,126.8861662
12136,서울특별시 구로구 구로동로 70-4,37.4853123,126.8861449
12137,서울특별시 구로구 도림로8길 4,37.4857913,126.8874528
12140,서울특별시 구로구 공원로7길 11,37.5012104,126.8877283
12147,서울특별시 구로구 구일로4길 65,37.4929745,126.8752803
12176,서울특별시 구로구 구일로4길 22,37.4912871,126.8768277
12218,서울특별시 구로구 구일로8길 92,37.4967184,126.876052
12233,서울특별시 구로구 구로동로47길 24,37.4987734,126.880477
12241,서울특별시 구로구 구로중앙로18길 27,37.4954504,126.8907044
12244,서울특별시 구로구 구로중앙로18길 59,37.4961726,126.8921944
12246,서울특별시 구로구 도림로14길 11-1,37.4874431,126.8893834
12247,서울특별시 구로구 구로중앙로18길 17,37.495212,126.8902635
12251,서울특별시 구로구 도림로6길 15-6,37.4854425,126.8880155
12253,서울특별시 구로구 구로중앙로28다길 16,37.5012363,126.8890129
12256,서울특별시 구로구 가마산로 284,37.4964175,126.8918855
12260,서울특별시 구로구 공원로6길 16-22,37.500518,126.8919674
12264,서울특별시 구로구 도림로6길 39-15,37.4852267,126.8886417
12265,서울특별시 구로구 공원로 34,37.5003998,126.8916615
12270,서울특별시 구로구 구일로8길 63,37.4963276,126.8738085
12294,서울특별시 구로구 디지털로31길 120,37.4885326,126.8906507
12312,서울특별시 구로구 디지털로31길 119,37.4877199,126.8898836
12314,서울특별시 구로구 가마산로 87,37.4862802,126.8759913
12324,서울특별시 구로구 구로동로35길 30,37.4927735,126.8821136
12326,서울특별시 구로구 가마산로27길 11-15,37.4969168,126.8909338
12336,서울특별시 구로구 구로중앙로18길 68,37.4959268,126.8931718
12344,서울특별시 구로구 가마산로 97,37.486234,126.8773862
12348,서울특별시 구로구 구일로10길 53,37.4959449,126.8751589
12357,서울특별시 구로구 구일로4길 46,37.4922564,126.8771784
12375,서울특별시 구로구 구일로8길 121,37.498215,126.8761427
12379,서울특별시 구로구 공원로 41,37.5003438,126.8899252
12380,서울특별시 구로구 공원로 63,37.5019438,126.8888429
12384,서울특별시 구로구 오리로21길 90,37.496471,126.8258785
12386,서울특별시 구로구 오리로20길 58,37.4983157,126.8310903
12387,서울특별시 구로구 오리로20길 52,37.4981405,126.8311405
12389,서울특별시 구로구 오리로20길 47,37.497908,126.8307687
12392,서울특별시 구로구 오리로20길 42,37.4976469,126.8311516
12393,서울특별시 구로구 오리로20길 44,37.4975744,126.8314784
12394,서울특별시 구로구 오리로22나길 16-9,37.5004946,126.8327493
12395,서울특별시 구로구 부일로13길 66-5,37.4958518,126.8319553
12397,서울특별시 구로구 오리로20길 26-7,37.4973827,126.8314147
12400,서울특별시 구로구 오리로20길 26-8,37.497035,126.8316033
12401,서울특별시 구로구 오리로20길 26-10,37.4968885,126.8314597
12402,서울특별시 구로구 부일로 927,37.4934722,126.8296753
12404,서울특별시 구로구 오리로22가길 32,37.5001272,126.8298621
12407,서울특별시 구로구 경인로 638,37.5069052,126.886384
12415,서울특별시 구로구 신도림로 16,37.5057794,126.880714
12467,서울특별시 구로구 신도림로 11,37.5070694,126.8781216
12470,서울특별시 구로구 경인로65길 16-15,37.5106069,126.8868867
12493,서울특별시 구로구 신도림로 32,37.4868879,126.8882179
12498,서울특별시 구로구 신도림로 56-13,37.5083837,126.8826556
12507,서울특별시 구로구 신도림로 87,37.5110546,126.8827673
12523,서울특별시 구로구 경인로 643,37.5085288,126.8857118
12535,서울특별시 구로구 신도림로 78,37.5095183,126.884195
12556,서울특별시 구로구 경인로 662,37.5084321,126.8887332
12571,서울특별시 구로구 신도림로11가길 36,37.5072702,126.8764944
12593,서울특별시 구로구 경인로66길 19,37.5073174,126.8874818
12602,서울특별시 구로구 경인로67길 23,37.5104893,126.8894187
12604,서울특별시 구로구 경인로 619-3,37.5066504,126.8841144
12610,서울특별시 구로구 경인로 584,37.503866,126.8818079
12612,서울특별시 구로구 경인로66길 5,37.5076263,126.8871775
12617,서울특별시 구로구 신도림로 110,37.5113744,126.8857227
12618,서울특별시 구로구 신도림로 105,37.5121172,126.8854718
12629,서울특별시 구로구 신도림로21길 25,37.5128988,126.8842669
12633,서울특별시 구로구 신도림로21길 21,37.5127682,126.883701
